BirdLife,eBird,Incu1,Incu2,Fldg1,Fldg2,Incu_Sex
Herpsilochmus motacilloides,Herpsilochmus motacilloides,,,,,
Herpsilochmus parkeri,Herpsilochmus parkeri,,,,,
Herpsilochmus sticturus,Herpsilochmus sticturus,,,,,
Herpsilochmus dugandi,Herpsilochmus dugandi,,,,,
Herpsilochmus stictocephalus,Herpsilochmus stictocephalus,,,,,
Herpsilochmus dorsimaculatus,Herpsilochmus dorsimaculatus,,,,,
Herpsilochmus roraimae,Herpsilochmus roraimae,,,,,
Herpsilochmus pectoralis,Herpsilochmus pectoralis,,,,,
Herpsilochmus longirostris,Herpsilochmus longirostris,,,,,B
Herpsilochmus gentryi,Herpsilochmus gentryi,,,,,
Herpsilochmus axillaris,Herpsilochmus axillaris,,,,,
Herpsilochmus scapularis,Herpsilochmus frater,,,,,
Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus,,,,,
Dysithamnus stictothorax,Dysithamnus stictothorax,,,,,
Dysithamnus mentalis,Dysithamnus mentalis,15,,9,10,B
Dysithamnus striaticeps,Dysithamnus striaticeps,14,,,,B
Dysithamnus puncticeps,Dysithamnus puncticeps,,,,,B
Dysithamnus xanthopterus,Dysithamnus xanthopterus,,,,,
Dysithamnus occidentalis,Dysithamnus occidentalis,,,,,
Dysithamnus plumbeus,Dysithamnus plumbeus,,,,,
Dysithamnus leucostictus,Dysithamnus leucostictus,,,,,
Thamnophilus bernardi,Thamnophilus bernardi,15,16,11,12,B
Thamnophilus shumbae,,,,,,
Thamnophilus melanonotus,Thamnophilus melanonotus,,,,,
Thamnophilus melanothorax,Thamnophilus melanothorax,,,,,
Thamnophilus doliatus,Thamnophilus doliatus,14,15,10,13,B
Thamnophilus zarumae,Thamnophilus zarumae,,,,,
Thamnophilus multistriatus,Thamnophilus multistriatus,,,,,
Thamnophilus tenuepunctatus,Thamnophilus tenuepunctatus,,,,,
Thamnophilus palliatus,Thamnophilus palliatus,,,,,B
Thamnophilus bridgesi,Thamnophilus bridgesi,14,15,,,B
Thamnophilus nigriceps,Thamnophilus nigriceps,,,,,
Thamnophilus praecox,Thamnophilus praecox,,,,,
Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,,,,,
Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,,,,,
Thamnophilus aethiops,Thamnophilus aethiops,,,,,B
Thamnophilus unicolor,Thamnophilus unicolor,,,,,
Thamnophilus schistaceus,Thamnophilus schistaceus,,,,,B
Thamnophilus murinus,Thamnophilus murinus,,,,,B
Thamnophilus aroyae,Thamnophilus aroyae,,,,,
Thamnophilus atrinucha,Thamnophilus atrinucha,15,16,9,10,B
Thamnophilus punctatus,Thamnophilus punctatus,,,,,
Thamnophilus stictocephalus,Thamnophilus stictocephalus,,,,,
Thamnophilus sticturus,Thamnophilus sticturus,,,,,
Thamnophilus pelzelni,Thamnophilus pelzelni,,,,,B
Thamnophilus ambiguus,Thamnophilus ambiguus,,,,,
Thamnophilus amazonicus,Thamnophilus amazonicus,,,,,
Thamnophilus divisorius,Thamnophilus divisorius,,,,,
Thamnophilus insignis,Thamnophilus insignis,,,,,
Thamnophilus caerulescens,Thamnophilus caerulescens,,,,,B
Thamnophilus torquatus,Thamnophilus torquatus,15,,10,,B
Thamnophilus ruficapillus,Thamnophilus ruficapillus,,,,,
Thamnophilus subfasciatus,,,,,,
Sakesphorus canadensis,Sakesphorus canadensis,14,,,,B
Sakesphorus pulchellus,,,,,,
Sakesphorus luctuosus,Sakesphorus luctuosus,,,,,
Herpsilochmus sellowi,Radinopsyche sellowi,,,,,
Biatas nigropectus,Biatas nigropectus,,,,,
Cymbilaimus lineatus,Cymbilaimus lineatus,,,,,B
Cymbilaimus sanctaemariae,Cymbilaimus sanctaemariae,,,,,
Taraba major,Taraba major,17,18,12,13,B
Mackenziaena leachii,Mackenziaena leachii,,,,,
Mackenziaena severa,Mackenziaena severa,,,,,
Frederickena viridis,Frederickena viridis,,,,,
Frederickena unduliger,Frederickena unduliger,,,,,B
,Frederickena fulva,,,,,B
Hypoedaleus guttatus,Hypoedaleus guttatus,,,,,
Batara cinerea,Batara cinerea,,,,,
Xenornis setifrons,Xenornis setifrons,,,,,
Pithys albifrons,Pithys albifrons,15,,12,,B
Pithys castaneus,Pithys castaneus,,,,,
Phaenostictus mcleannani,Phaenostictus mcleannani,16,,14,,B
Gymnopithys bicolor,Gymnopithys bicolor,15,16,13,15,B
Gymnopithys leucaspis,Gymnopithys leucaspis,,,,,
Gymnopithys rufigula,Gymnopithys rufigula,,,13,14,B
Oneillornis salvini,Oneillornis salvini,,,,,
Oneillornis lunulatus,Oneillornis lunulatus,,,,,
Rhegmatorhina gymnops,Rhegmatorhina gymnops,,,,,
Rhegmatorhina berlepschi,Rhegmatorhina berlepschi,,,,,
Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,,,,,
Rhegmatorhina cristata,Rhegmatorhina cristata,,,,,
Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,,,14,,B
Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,13,,B
Phlegopsis erythroptera,Phlegopsis erythroptera,,,,,
Phlegopsis borbae,Phlegopsis borbae,,,,,
Willisornis poecilinotus,Willisornis poecilinotus,,,,,B
Willisornis vidua,Willisornis vidua,,,,,B
Willisornis nigrigula,,,,,,
Drymophila ferruginea,Drymophila ferruginea,,,,,
Drymophila rubricollis,Drymophila rubricollis,,,,,
Drymophila genei,Drymophila genei,,,,,
Drymophila ochropyga,Drymophila ochropyga,,,,,
Drymophila malura,Drymophila malura,,,,,
Drymophila squamata,Drymophila squamata,,,,,B
Drymophila devillei,Drymophila devillei,,,,,
Drymophila hellmayri,Drymophila hellmayri,,,,,
Drymophila klagesi,Drymophila klagesi,,,,,
Drymophila caudata,Drymophila caudata,,,,,
Drymophila striaticeps,Drymophila striaticeps,,,,,
Hypocnemis cantator,Hypocnemis cantator,12,,11,,B
Hypocnemis flavescens,Hypocnemis flavescens,,,,,
Hypocnemis peruviana,Hypocnemis peruviana,,,,,
Hypocnemis subflava,Hypocnemis subflava,,,11,,B
Hypocnemis ochrogyna,Hypocnemis ochrogyna,,,,,
Hypocnemis striata,Hypocnemis striata,,,,,
Hypocnemis rondoni,Hypocnemis rondoni,,,,,
Hypocnemis hypoxantha,Hypocnemis hypoxantha,,,,,
Sciaphylax hemimelaena,Sciaphylax hemimelaena,,,,,
Sciaphylax castanea,Sciaphylax castanea,,,,,
Cercomacroides laeta,Cercomacroides laeta,,,,,B
Cercomacroides parkeri,Cercomacroides parkeri,,,,,
Cercomacroides nigrescens,Cercomacroides nigrescens,,,,,
Cercomacroides fuscicauda,Cercomacroides fuscicauda,,,,,
Cercomacroides tyrannina,Cercomacroides tyrannina,14,20,9,11,B
Cercomacroides serva,Cercomacroides serva,,,12,14,
Cercomacra manu,Cercomacra manu,,,,,B
Cercomacra brasiliana,Cercomacra brasiliana,,,,,
Cercomacra cinerascens,Cercomacra cinerascens,,,,,
Cercomacra melanaria,Cercomacra melanaria,14,,8,11,B
Cercomacra ferdinandi,Cercomacra ferdinandi,,,,,
Cercomacra nigricans,Cercomacra nigricans,,,,,
Cercomacra carbonaria,Cercomacra carbonaria,,,,,
Myrmoderus ferrugineus,Myrmoderus ferrugineus,,,,,
Myrmoderus eowilsoni,Myrmoderus eowilsoni,,,,,
Myrmoderus ruficauda,Myrmoderus ruficauda,15,,12,14,B
Myrmoderus loricatus,Myrmoderus loricatus,,,,,
Myrmoderus squamosus,Myrmoderus squamosus,,,,,
Hypocnemoides melanopogon,Hypocnemoides melanopogon,,,,,
Hypocnemoides maculicauda,Hypocnemoides maculicauda,,,,,
Hylophylax naevioides,Hylophylax naevioides,15,16,11,12,B
Hylophylax naevius,Hylophylax naevius,,,12.5,,B
Hylophylax punctulatus,Hylophylax punctulatus,,,,,
Sclateria naevia,Sclateria naevia,,,,,
Myrmelastes hyperythrus,Myrmelastes hyperythrus,,,,,
Myrmelastes schistaceus,Myrmelastes schistaceus,,,,,
Myrmelastes leucostigma,Myrmelastes leucostigma,,,,,
Myrmelastes humaythae,Myrmelastes humaythae,,,,,
Myrmelastes brunneiceps,Myrmelastes brunneiceps,,,,,
Myrmelastes rufifacies,Myrmelastes rufifacies,,,,,
Myrmelastes saturatus,Myrmelastes saturatus,,,,,
Myrmelastes caurensis,Myrmelastes caurensis,,,,,
Poliocrania exsul,Poliocrania exsul,14,,,,B
Poliocrania maculifer,,14,,,,B
Ampelornis griseiceps,Ampelornis griseiceps,,,,,
Sipia berlepschi,Sipia berlepschi,,,,,
Sipia nigricauda,Sipia nigricauda,,,,,
Sipia palliata,Sipia palliata,,,,,
Sipia laemosticta,Sipia laemosticta,,,,,
Myrmeciza longipes,Myrmeciza longipes,,,,,
Myrmoborus melanurus,Myrmoborus melanurus,,,,,
Myrmoborus lophotes,Myrmoborus lophotes,,,,,
Myrmoborus myotherinus,Myrmoborus myotherinus,,,,,
Myrmoborus leucophrys,Myrmoborus leucophrys,,,,,
Myrmoborus lugubris,Myrmoborus lugubris,,,,,
Gymnocichla nudiceps,Gymnocichla nudiceps,,,,,
,Pyriglena maura,12,,10,11,B
,Pyriglena similis,12,,10,11,B
Pyriglena leuconota,Pyriglena leuconota,12,,10,11,B
Pyriglena atra,Pyriglena atra,,,,,
Pyriglena leucoptera,Pyriglena leucoptera,,,,,B
Rhopornis ardesiacus,Rhopornis ardesiacus,13,,,,B
Percnostola rufifrons,Percnostola rufifrons,,,,,B
Percnostola arenarum,Percnostola arenarum,,,,,
Akletos melanoceps,Akletos melanoceps,,,10,11,B
Akletos goeldii,Akletos goeldii,,,,,B
Hafferia fortis,Hafferia fortis,,,9,,B
Hafferia immaculata,Hafferia immaculata,,,,,
Hafferia zeledoni,Hafferia zeledoni,17,,14,,B
Formicarius colma,Formicarius colma,,,,,B
Formicarius analis,Formicarius analis,17,20,17,20,B
Formicarius moniliger,Formicarius moniliger,,,,,
Formicarius rufifrons,Formicarius rufifrons,,,,,
Formicarius nigricapillus,Formicarius nigricapillus,,,,,
Formicarius rufipectus,Formicarius rufipectus,,,,,
Chamaeza campanisona,Chamaeza campanisona,,,,,
Chamaeza nobilis,Chamaeza nobilis,,,,,
Chamaeza meruloides,Chamaeza meruloides,,,,,
Chamaeza ruficauda,Chamaeza ruficauda,,,,,
Chamaeza turdina,Chamaeza turdina,,,,,
Chamaeza mollissima,Chamaeza mollissima,,,,,
Grallaria squamigera,Grallaria squamigera,,,,,
Grallaria gigantea,Grallaria gigantea,,,22,,
Grallaria excelsa,Grallaria excelsa,,,,,B
Grallaria varia,Grallaria varia,17,,,,F
Grallaria alleni,Grallaria alleni,,,15,17,
Grallaria guatimalensis,Grallaria guatimalensis,19,,17,19,B
Grallaria chthonia,Grallaria chthonia,,,,,
Grallaria haplonota,Grallaria haplonota,,,,,
Grallaria dignissima,Grallaria dignissima,,,,,
Grallaria eludens,Grallaria eludens,,,,,
Grallaria ruficapilla,Grallaria ruficapilla,,,,,B
Grallaria watkinsi,Grallaria watkinsi,,,,,
Grallaria bangsi,Grallaria bangsi,,,,,
Grallaria kaestneri,Grallaria kaestneri,,,,,
Grallaria andicolus,Grallaria andicolus,,,,,
Grallaria griseonucha,Grallaria griseonucha,,,,,
Grallaria ridgelyi,Grallaria ridgelyi,,,,,
Grallaria nuchalis,Grallaria nuchalis,,,,,
Grallaria carrikeri,Grallaria carrikeri,,,,,
Grallaria albigula,Grallaria albigula,,,,,B
Grallaria flavotincta,Grallaria flavotincta,,,,,
Grallaria hypoleuca,Grallaria hypoleuca,17,,,,B
Grallaria przewalskii,Grallaria przewalskii,,,,,
Grallaria capitalis,Grallaria capitalis,,,,,
Grallaria erythroleuca,Grallaria erythroleuca,,,,,
,Grallaria spatiator,,,,,
Grallaria saltuensis,Grallaria saltuensis,,,,,
Grallaria rufula,Grallaria rufula,,,,,
Grallaria rufocinerea,Grallaria rufocinerea,,,,,
,Grallaria alvarezi,,,,,
,Grallaria saturata,,,,,B
,Grallaria cajamarcae,,,,,
Grallaria blakei,Grallaria blakei,,,,,
,Grallaria gravesi,,,,,
,Grallaria oneilli,,,,,
,Grallaria obscura,,,,,
,Grallaria centralis,,,,,
,Grallaria ayacuchensis,,,,,
,Grallaria occabambae,,,,,
,Grallaria sinaensis,,,,,
,Grallaria cochabambae,,,,,
Grallaria quitensis,Grallaria quitensis,21.5,,,,B
Grallaria alticola,Grallaria alticola,,,,,
Grallaria atuensis,Grallaria atuensis,,,,,
Grallaria milleri,Grallaria milleri,,,,,B
Grallaria fenwickorum,Grallaria urraoensis,,,,,
Grallaria erythrotis,Grallaria erythrotis,15,,15,,
Cryptopezus nattereri,Cryptopezus nattereri,,,,,
Hylopezus perspicillatus,Hylopezus perspicillatus,,,,,B
Hylopezus macularius,Hylopezus macularius,,,,,B
,Hylopezus paraensis,,,,,
,Hylopezus whittakeri,,,,,
Hylopezus auricularis,Hylopezus auricularis,,,,,
Hylopezus ochroleucus,Hylopezus ochroleucus,,,,,
Myrmothera fulviventris,Myrmothera fulviventris,,,,,
Myrmothera berlepschi,Myrmothera berlepschi,,,,,
Myrmothera dives,Myrmothera dives,,,,,
Myrmothera simplex,Myrmothera simplex,,,,,B
Myrmothera campanisona,Myrmothera campanisona,,,,,
Myrmothera subcanescens,Myrmothera subcanescens,,,,,
Grallaricula flavirostris,Grallaricula flavirostris,17,21,14,16,
Grallaricula loricata,Grallaricula loricata,,,,,
Grallaricula cucullata,Grallaricula cucullata,,,,,
Grallaricula peruviana,Grallaricula peruviana,,,,,
Grallaricula ochraceifrons,Grallaricula ochraceifrons,,,,,
Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,16,17,13,,
Grallaricula leymebambae,Grallaricula leymebambae,,,,,
Grallaricula nana,Grallaricula nana,,,,,B
Grallaricula cumanensis,Grallaricula cumanensis,,,,,
Grallaricula lineifrons,Grallaricula lineifrons,,,,,
Conopophaga lineata,Conopophaga lineata,14,,14,,B
Conopophaga aurita,Conopophaga aurita,,,,,
Conopophaga snethlageae,Conopophaga snethlageae,,,,,
Conopophaga roberti,Conopophaga roberti,,,,,
Conopophaga peruviana,Conopophaga peruviana,,,,,
Conopophaga cearae,Conopophaga cearae,,,,,
Conopophaga ardesiaca,Conopophaga ardesiaca,,,,,
Conopophaga castaneiceps,Conopophaga castaneiceps,,,,,
Conopophaga melanops,Conopophaga melanops,18,,15,,B
Conopophaga melanogaster,Conopophaga melanogaster,,,,,
Pittasoma michleri,Pittasoma michleri,,,,,
Pittasoma rufopileatum,Pittasoma rufopileatum,,,,,
Acropternis orthonyx,Acropternis orthonyx,,,,,
Pteroptochos castaneus,Pteroptochos castaneus,,,,,
Pteroptochos tarnii,Pteroptochos tarnii,22,,21,,B
Pteroptochos megapodius,Pteroptochos megapodius,,,,,
Scelorchilus albicollis,Scelorchilus albicollis,,,,,B
Scelorchilus rubecula,Scelorchilus rubecula,23,,21,,
Rhinocrypta lanceolata,Rhinocrypta lanceolata,16,17,14,15,B
Teledromas fuscus,Teledromas fuscus,,,,,
Liosceles thoracicus,Liosceles thoracicus,,,,,
Psilorhamphus guttatus,Psilorhamphus guttatus,,,,,
Merulaxis ater,Merulaxis ater,,,,,
Merulaxis stresemanni,Merulaxis stresemanni,,,,,
Eugralla paradoxa,Eugralla paradoxa,,,,,
Myornis senilis,Myornis senilis,,,,,
Eleoscytalopus indigoticus,Eleoscytalopus indigoticus,15,,,,
Eleoscytalopus psychopompus,Eleoscytalopus psychopompus,,,,,
Scytalopus iraiensis,Scytalopus iraiensis,,,,,
Scytalopus diamantinensis,Scytalopus diamantinensis,,,,,
Scytalopus novacapitalis,Scytalopus novacapitalis,,,,,
Scytalopus petrophilus,Scytalopus petrophilus,,,,,
Scytalopus pachecoi,Scytalopus pachecoi,,,,,
Scytalopus gonzagai,Scytalopus gonzagai,,,,,
Scytalopus speluncae,Scytalopus speluncae,,,,,
Scytalopus fuscus,Scytalopus fuscus,,,,,
Scytalopus magellanicus,Scytalopus magellanicus,19,,11,,B
Scytalopus affinis,Scytalopus affinis,,,,,
,Scytalopus krabbei,,,,,
,Scytalopus androstictus,,,,,
Scytalopus opacus,Scytalopus opacus,,,,,
Scytalopus canus,Scytalopus canus,,,,,
Scytalopus superciliaris,Scytalopus superciliaris,,,,,
Scytalopus zimmeri,Scytalopus zimmeri,,,,,
Scytalopus simonsi,Scytalopus simonsi,,,,,
Scytalopus schulenbergi,Scytalopus schulenbergi,,,,,
Scytalopus urubambae,Scytalopus urubambae,,,,,
,Scytalopus whitneyi,,,,,
,Scytalopus frankeae,,,,,
Scytalopus altirostris,Scytalopus altirostris,,,,,
Scytalopus parvirostris,Scytalopus parvirostris,,,,,
Scytalopus bolivianus,Scytalopus bolivianus,,,,,
Scytalopus atratus,Scytalopus atratus,,,,,
Scytalopus sanctaemartae,Scytalopus sanctaemartae,,,,,
Scytalopus micropterus,Scytalopus micropterus,,,,,
Scytalopus femoralis,Scytalopus femoralis,,,,,
,Scytalopus intermedius,,,,,
Scytalopus macropus,Scytalopus macropus,,,,,
Scytalopus gettyae,Scytalopus gettyae,,,,,
Scytalopus unicolor,Scytalopus unicolor,,,,,
Scytalopus acutirostris,Scytalopus acutirostris,,,,,
Scytalopus latrans,Scytalopus latrans,,,,,
Scytalopus argentifrons,Scytalopus argentifrons,,,,,
Scytalopus vicinior,Scytalopus vicinior,,,,,
Scytalopus panamensis,Scytalopus panamensis,,,,,
Scytalopus chocoensis,Scytalopus chocoensis,,,,,
Scytalopus rodriguezi,Scytalopus rodriguezi,,,,,
Scytalopus stilesi,Scytalopus stilesi,,,,,
Scytalopus alvarezlopezi,Scytalopus alvarezlopezi,,,,,
Scytalopus robbinsi,Scytalopus robbinsi,,,,,
Scytalopus caracae,Scytalopus caracae,,,,,
Scytalopus griseicollis,Scytalopus griseicollis,,,,,
Scytalopus latebricola,Scytalopus latebricola,,,,,
Scytalopus perijanus,Scytalopus perijanus,,,,,
Scytalopus meridanus,Scytalopus meridanus,,,,,
Scytalopus parkeri,Scytalopus parkeri,,,,,B
Scytalopus spillmanni,Scytalopus spillmanni,,,,,
Melanopareia torquata,Melanopareia torquata,12,18,12,14,B
Melanopareia maximiliani,Melanopareia maximiliani,,,,,
Melanopareia maranonica,Melanopareia maranonica,,,,,
Melanopareia elegans,Melanopareia elegans,,,10,12,
Piprites griseiceps,Piprites griseiceps,,,,,
Piprites chloris,Piprites chloris,,,,,
Piprites pileata,Piprites pileata,,,,,
Phyllomyias virescens,Phyllomyias virescens,,,,,
Phyllomyias reiseri,Phyllomyias reiseri,,,,,
Phyllomyias urichi,Phyllomyias urichi,,,,,
Phyllomyias sclateri,Phyllomyias sclateri,,,,,
Phyllomyias weedeni,Phyllomyias weedeni,,,,,
Phyllomyias fasciatus,Phyllomyias fasciatus,,,,,
Phyllomyias griseiceps,Phyllomyias griseiceps,,,,,
Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,,,,,
Phyllomyias griseocapilla,Phyllomyias griseocapilla,,,,,
Phyllomyias burmeisteri,Acrochordopus burmeisteri,,,,,
Phyllomyias zeledoni,Acrochordopus zeledoni,,,,,
Phyllomyias nigrocapillus,Tyranniscus nigrocapillus,,,,,
Phyllomyias cinereiceps,Tyranniscus cinereiceps,,,,,
Phyllomyias uropygialis,Tyranniscus uropygialis,,,,,
Tyrannulus elatus,Tyrannulus elatus,,,,,F
Myiopagis gaimardii,Myiopagis gaimardii,,,,,
Myiopagis parambae,Myiopagis parambae,,,,,
Myiopagis cinerea,Myiopagis cinerea,,,,,
Myiopagis caniceps,Myiopagis caniceps,,,,,
Myiopagis olallai,Myiopagis olallai,,,,,
Myiopagis subplacens,Myiopagis subplacens,,,,,
Myiopagis flavivertex,Myiopagis flavivertex,,,,,
Myiopagis viridicata,Myiopagis viridicata,,,,,
Myiopagis cotta,Myiopagis cotta,,,,,
Elaenia flavogaster,Elaenia flavogaster,16,,15,17,F
Elaenia martinica,Elaenia martinica,,,,,
Elaenia spectabilis,Elaenia spectabilis,14,15,17,19,
Elaenia ridleyana,Elaenia ridleyana,,,,,
Elaenia albiceps,Elaenia albiceps,,,,,
,,,,,,
Elaenia parvirostris,Elaenia parvirostris,14,,15,,
Elaenia mesoleuca,Elaenia mesoleuca,15,16,20,,
Elaenia strepera,Elaenia strepera,,,,,
Elaenia gigas,Elaenia gigas,,,,,
Elaenia pelzelni,Elaenia pelzelni,,,,,
Elaenia cristata,Elaenia cristata,18,19,17,19,
Elaenia chiriquensis,Elaenia chiriquensis,14,15,15,16,F
Elaenia brachyptera,Elaenia brachyptera,,,,,
Elaenia ruficeps,Elaenia ruficeps,,,,,
Elaenia frantzii,Elaenia frantzii,15,,17,,
Elaenia obscura,Elaenia obscura,,,,,
Elaenia sordida,Elaenia sordida,,,,,
Elaenia dayi,Elaenia dayi,,,,,
Elaenia pallatangae,Elaenia pallatangae,,,,,
Elaenia olivina,Elaenia olivina,,,,,
Elaenia fallax,Elaenia fallax,,,,,
Elaenia cherriei,,,,,,
Ornithion semiflavum,Ornithion semiflavum,,,,,
Ornithion brunneicapillus,Ornithion brunneicapillus,,,,,
Ornithion inerme,Ornithion inerme,,,,,
Camptostoma imberbe,Camptostoma imberbe,14,16,12,,F
Camptostoma obsoletum,Camptostoma obsoletum,14,15,17,,
Suiriri suiriri,Suiriri suiriri,15,,18,,F
Mecocerculus leucophrys,Mecocerculus leucophrys,,,,,
Mecocerculus poecilocercus,Mecocerculus poecilocercus,,,,,
Mecocerculus hellmayri,Mecocerculus hellmayri,,,,,
Mecocerculus calopterus,Mecocerculus calopterus,,,,,
Mecocerculus minor,Mecocerculus minor,,,,,
Mecocerculus stictopterus,Mecocerculus stictopterus,,,,,
Anairetes nigrocristatus,Anairetes nigrocristatus,,,,,
Anairetes reguloides,Anairetes reguloides,,,,,
Anairetes alpinus,Anairetes alpinus,,,,,
Anairetes flavirostris,Anairetes flavirostris,13,,,,
Anairetes parulus,Anairetes parulus,,,,,
Anairetes fernandezianus,Anairetes fernandezianus,,,,,
Uromyias agilis,Uromyias agilis,,,,,
Uromyias agraphia,Uromyias agraphia,,,,,
Serpophaga cinerea,Serpophaga cinerea,,,,,
Serpophaga hypoleuca,Serpophaga hypoleuca,,,,,
Serpophaga nigricans,Serpophaga nigricans,,,16,18,
Serpophaga subcristata,Serpophaga subcristata,13,15,13,14,B
Serpophaga griseicapilla,Serpophaga griseicapilla,,,,,
Nesotriccus ridgwayi,Nesotriccus ridgwayi,,,,,F
Phaeomyias murina,Nesotriccus murinus,14,17,17,,F
Phaeomyias tumbezana,Nesotriccus tumbezanus,16,17,14,15,
,Nesotriccus maranonicus,,,,,
Capsiempis flaveola,Capsiempis flaveola,,,,,
Polystictus pectoralis,Polystictus pectoralis,,,,,
Polystictus superciliaris,Polystictus superciliaris,15,16,,,F
Pseudocolopteryx dinelliana,Pseudocolopteryx dinelliana,,,,,
Pseudocolopteryx sclateri,Pseudocolopteryx sclateri,,,,,
Pseudocolopteryx acutipennis,Pseudocolopteryx acutipennis,,,,,
Pseudocolopteryx flaviventris,Pseudocolopteryx flaviventris,,,,,
Pseudocolopteryx citreola,Pseudocolopteryx citreola,,,,,
Pseudotriccus pelzelni,Pseudotriccus pelzelni,,,,,
Pseudotriccus simplex,Pseudotriccus simplex,,,,,
Pseudotriccus ruficeps,Pseudotriccus ruficeps,,,,,
Corythopis torquatus,Corythopis torquatus,,,13,,
Corythopis delalandi,Corythopis delalandi,,,14,,
Euscarthmus meloryphus,Euscarthmus meloryphus,14,16,11,12,
Euscarthmus fulviceps,Euscarthmus fulviceps,14,15,11,12,
Euscarthmus rufomarginatus,Euscarthmus rufomarginatus,14,16,,,
Pseudelaenia leucospodia,Pseudelaenia leucospodia,16,,15,17,
Stigmatura napensis,Stigmatura napensis,,,,,
