Scientific name,Adult survival,Age at first reproduction,Maximum longevity
Ploceus vitellinus,0.67,1.47,7.63
Ploceus spekei,0.62,1.5,8.6
Ploceus spekeoides,0.56,1.37,8.12
Ploceus cucullatus,0.66,1.59,10.13
Ploceus grandis,0.74,1.84,9.3
Ploceus castaneofuscus,0.59,1.5,11
Ploceus nigerrimus,0.59,1.5,11
Ploceus weynsi,0.66,1.56,7.45
Ploceus golandi,0.69,1.56,7.21
Ploceus dichrocephalus,0.53,1.27,7.62
Ploceus melanocephalus,0.64,1.45,7.79
Ploceus jacksoni,0.55,1.33,7.93
Ploceus badius,0.61,1.47,10.86
Ploceus rubiginosus,0.56,1.4,8.39
Ploceus aureonucha,0.7,1.6,7.34
Ploceus tricolor,0.67,1.63,7.84
Ploceus albinucha,0.65,1.54,7.41
Ploceus nelicourvi,0.62,1.49,9.13
Ploceus sakalava,0.56,1.33,10.46
Ploceus hypoxanthus,0.57,1.32,9.96
Ploceus superciliosus,0.59,1.37,7.82
Ploceus benghalensis,0.55,1.29,10.35
Ploceus manyar,0.59,1.36,10.45
Ploceus philippinus,0.57,1.38,10.79
Ploceus megarhynchus,0.61,1.49,11.89
Ploceus bicolor,0.7,1.68,7.89
Ploceus preussi,0.7,1.65,7.62
Ploceus dorsomaculatus,0.66,1.53,7.35
Ploceus olivaceiceps,0.57,1.36,7.98
Ploceus nicolli,0.7,1.63,7.62
Ploceus insignis,0.7,1.61,7.37
Ploceus angolensis,0.67,1.65,9.63
Ploceus sanctithomae,0.68,1.5,7.61
Ploceus flavipes,0.73,1.78,8.15
Malimbus coronatus,0.72,1.3,9.17
Malimbus cassini,0.67,1.19,8.79
Malimbus racheliae,0.65,1.13,8.36
Malimbus ballmanni,0.73,1.38,9.86
Malimbus scutatus,0.69,1.19,8.57
Malimbus ibadanensis,0.7,1.25,9.01
Malimbus nitens,0.7,1.21,9.53
Malimbus rubricollis,0.67,1.22,9.02
Malimbus erythrogaster,0.72,1.3,9.17
Malimbus malimbicus,0.7,1.24,8.77
Anaplectes leuconotos,0.59,1.14,9.97
Anaplectes rubriceps,0.59,1.14,9.97
Anaplectes jubaensis,0.59,1.14,9.97
Lagonosticta rara,0.66,1.07,6.11
Lagonosticta rufopicta,0.59,0.93,6.84
Lagonosticta nitidula,0.56,0.89,6.77
Lagonosticta senegala,0.61,0.97,6.8
Lagonosticta sanguinodorsalis,0.63,1.01,7.1
Lagonosticta umbrinodorsalis,0.5,1,5.83
Lagonosticta rhodopareia,0.5,1,5.83
Lagonosticta virata,0.59,0.93,6.97
Lagonosticta rubricata,0.6,0.95,6.85
Lagonosticta vinacea,0.59,1,5.83
Lagonosticta nigricollis,0.59,1,5.83
Lagonosticta larvata,0.59,1,5.83
Clytospiza monteiri,0.54,0.92,7.23
Pytilia lineata,0.52,1.14,9.97
Pytilia phoenicoptera,0.52,1.14,9.97
Pytilia afra,0.57,1,8.91
Pytilia hypogrammica,0.56,0.98,8.56
Pytilia melba,0.52,0.92,8.07
Hypargos margaritatus,0.55,0.95,8.85
Hypargos niveoguttatus,0.51,0.91,8.21
Euschistospiza dybowskii,0.53,0.91,7.2
Euschistospiza cinereovinacea,0.56,0.98,8.47
Granatina granatina,0.59,0.99,8.03
Granatina ianthinogaster,0.55,0.92,8.13
Uraeginthus angolensis,0.49,0.84,7.76
Uraeginthus bengalus,0.49,0.84,7.46
Uraeginthus cyanocephalus,0.52,0.86,7.57
Spermophaga poliogenys,0.57,0.98,8.61
Spermophaga haematina,0.59,1.05,8.08
Spermophaga ruficapilla,0.61,1.12,9.34
Pyrenestes ostrinus,0.56,1.02,8.76
Pyrenestes sanguineus,0.57,1.03,8.99
Pyrenestes minor,0.51,0.94,8.87
Estrilda coerulescens,0.62,0.85,7.68
Estrilda perreini,0.45,0.68,6.48
Estrilda thomensis,0.6,0.82,7.45
Estrilda poliopareia,0.57,0.78,7.26
Estrilda paludicola,0.52,0.77,6.79
Estrilda melpoda,0.52,0.77,6.81
Estrilda rhodopyga,0.62,0.82,7.28
Estrilda rufibarba,0.57,0.8,7.62
Estrilda troglodytes,0.54,0.8,7.22
Estrilda astrild,0.52,0.78,7.17
Estrilda nigriloris,0.57,0.78,7.33
Estrilda nonnula,0.62,0.82,7.24
Estrilda atricapilla,0.69,1.05,6.79
Estrilda kandti,0.65,1.14,9.97
Estrilda charmosyna,0.56,0.82,7.15
Estrilda erythronotos,0.55,0.83,7.5
Mandingoa nitidula,0.48,0.95,7.36
Cryptospiza reichenovii,0.53,0.9,6.12
Cryptospiza salvadorii,0.52,0.91,7.87
Cryptospiza jacksoni,0.54,0.91,6.11
Cryptospiza shelleyi,0.56,0.96,6.47
Coccopygia bocagei,0.59,1.14,9.97
Coccopygia melanotis,0.59,1.14,9.97
Coccopygia quartinia,0.59,1.14,9.97
Nesocharis shelleyi,0.6,0.89,7.1
Nesocharis ansorgei,0.54,0.91,7.68
Nesocharis capistrata,0.48,0.85,7.91
Nigrita fusconotus,0.52,0.89,6.13
Nigrita bicolor,0.65,1.09,7.9
Nigrita luteifrons,0.65,1.02,7.22
Nigrita canicapillus,0.55,0.97,7.49
Parmoptila woodhousei,0.57,0.97,6.52
Parmoptila rubrifrons,0.62,0.96,6.89
Parmoptila jamesoni,0.58,0.92,6.8
Amadina erythrocephala,0.57,1,8.52
Amadina fasciata,0.56,0.96,8.51
Ortygospiza atricollis,0.46,0.82,7.46
Amandava amandava,0.43,0.76,7.33
Amandava formosa,0.43,0.75,7.25
Amandava subflava,0.44,0.76,6.87
Paludipasser locustella,0.45,0.82,7.52
Spermestes cucullata,0.45,0.79,7.05
Spermestes bicolor,0.59,1.14,9.97
Spermestes fringilloides,0.5,0.9,7.98
Odontospiza griseicapilla,0.51,0.9,7.89
Lepidopygia nana,0.42,0.75,7.17
Euodice cantans,0.5,0.87,8.72
Euodice malabarica,0.47,0.84,8.84
Lonchura striata,0.47,0.84,7.18
Lonchura leucogastroides,0.47,0.83,6.78
Lonchura fuscans,0.48,0.83,6.54
Lonchura molucca,0.5,0.87,6.92
Lonchura punctulata,0.39,0.74,6.57
Lonchura kelaarti,0.48,0.87,7.2
Lonchura leucogastra,0.47,0.83,6.65
Lonchura tristissima,0.51,0.84,6.32
Lonchura leucosticta,0.49,0.87,6.89
Lonchura quinticolor,0.53,0.91,6.92
Lonchura malacca,0.45,0.81,6.98
Lonchura atricapilla,0.48,0.86,6.9
Lonchura ferruginosa,0.49,0.87,6.86
Lonchura maja,0.48,0.85,6.7
Lonchura pallida,0.5,0.89,7.09
Lonchura grandis,0.46,0.84,6.83
Lonchura vana,0.5,0.87,6.77
Lonchura caniceps,0.45,0.79,6.28
Lonchura nevermanni,0.49,0.86,6.92
Lonchura spectabilis,0.52,0.9,7.08
Lonchura forbesi,0.54,0.91,6.83
Lonchura hunsteini,0.54,0.91,6.8
Lonchura flaviprymna,0.45,0.8,6.83
Lonchura castaneothorax,0.46,0.83,7.15
Lonchura stygia,0.49,0.86,6.93
Lonchura teerinki,0.54,0.91,6.83
Lonchura monticola,0.54,0.91,6.91
Lonchura montana,0.49,0.87,6.83
Lonchura melaena,0.5,0.89,7.09
Lonchura fuscata,0.55,0.98,8.21
Lonchura oryzivora,0.52,0.97,7.87
Heteromunia pectoralis,0.49,0.88,8.14
Stagonopleura bella,0.51,0.9,9.37
Stagonopleura oculata,0.48,0.85,8.85
Stagonopleura guttata,0.48,0.87,9.09
Oreostruthus fuliginosus,0.56,0.97,8.58
Emblema pictum,0.53,0.92,8.25
Neochmia temporalis,0.47,0.83,7.64
Neochmia phaeton,0.44,0.78,6.91
Neochmia evangelinae,0.59,1.14,7.25
Neochmia ruficauda,0.47,0.83,7.27
Neochmia modesta,0.48,0.85,7.68
Poephila personata,0.5,0.89,7.98
Poephila acuticauda,0.46,0.83,7.68
Poephila cincta,0.53,0.95,8.48
Taeniopygia guttata,0.54,0.27,7.08
Taeniopygia castanotis,0.59,0.16,6
Taeniopygia bichenovii,0.44,0.23,6.31
Erythrura hyperythra,0.51,0.89,7.67
Erythrura prasina,0.48,0.86,7.64
Erythrura viridifacies,0.57,1.01,8.94
Erythrura tricolor,0.54,0.92,8.13
Erythrura coloria,0.63,1.09,9.03
Erythrura trichroa,0.51,0.9,7.98
Erythrura papuana,0.66,1.07,8.38
Erythrura psittacea,0.57,0.95,7.81
Erythrura cyaneovirens,0.61,1.04,8.18
Erythrura pealii,0.6,1.02,8.18
Erythrura kleinschmidti,0.65,1.11,8.16
Chloebia gouldiae,0.46,0.95,7.01
Vidua macroura,0.51,0.9,8.29
Vidua paradisaea,0.56,0.99,8.89
Vidua obtusa,0.56,0.99,8.92
Vidua orientalis,0.54,1.14,9.97
Vidua interjecta,0.54,1.14,9.97
Vidua hypocherina,0.54,0.89,7.83
Vidua regia,0.47,0.89,8.55
Vidua fischeri,0.54,0.9,7.91
Vidua togoensis,0.55,0.94,8.41
Vidua wilsoni,0.49,0.87,8.12
Vidua larvaticola,0.53,0.91,8.13
Vidua maryae,0.53,0.9,8.12
Vidua camerunensis,0.53,0.89,7.96
Vidua nigeriae,0.53,0.89,8.03
Vidua raricola,0.48,0.86,7.96
Vidua codringtoni,0.52,0.9,8.24
Vidua funerea,0.53,0.92,8.44
Vidua chalybeata,0.54,0.9,7.91
Vidua purpurascens,0.52,0.91,8.31
Anomalospiza imberbis,0.52,0.95,8.89
Passer ammodendri,0.61,1.17,11.59
Passer domesticus,0.52,1.05,11.97
Passer italiae,0.48,1,12.56
Passer hispaniolensis,0.46,0.99,11.08
Passer pyrrhonotus,0.46,0.98,10.91
Passer castanopterus,0.62,1.08,11.19
Passer cinnamomeus,0.46,0.97,10.5
Passer flaveolus,0.62,1.21,11.94
Passer moabiticus,0.45,0.95,10.33
Passer iagoensis,0.55,1.09,11.31
Passer motitensis,0.54,1.09,11.41
Passer insularis,0.55,1.06,10.91
Passer hemileucus,0.56,1.09,11.11
Passer cordofanicus,0.54,1.02,10.49
Passer shelleyi,0.55,1.02,10.27
Passer rufocinctus,0.57,1.07,10.63
Passer melanurus,0.53,1.08,11.5
Passer swainsonii,0.57,1.1,11.12
Passer gongonensis,0.59,1.15,11.41
Passer suahelicus,0.55,1.02,10.24
Passer griseus,0.56,1.07,10.78
Passer diffusus,0.62,1.13,10.65
Passer simplex,0.59,1.12,10.18
Passer zarudnyi,0.48,1,12.56
Passer montanus,0.5,1,11.48
Passer luteus,0.48,0.92,9.24
Passer euchlorus,0.5,0.94,9.7
Passer eminibey,0.52,0.93,9.28
Carpospiza brachydactyla,0.51,1,9.65
Petronia petronia,0.56,1.01,8.32
Gymnoris superciliaris,0.66,1.07,9.04
Gymnoris dentata,0.55,0.93,8.73
Gymnoris pyrgita,0.67,1.07,8.84
Gymnoris xanthocollis,0.62,1.02,8.86
Montifringilla henrici,0.59,1,9.97
Montifringilla nivalis,0.59,1,9.97
Montifringilla adamsi,0.59,1.17,11.12
Onychostruthus taczanowskii,0.64,1.23,10.87
Pyrgilauda ruficollis,0.53,1.01,9.61
Pyrgilauda davidiana,0.46,0.96,9.79
Pyrgilauda blanfordi,0.57,1.11,10.47
Pyrgilauda theresae,0.54,1.02,9.75
Hypocryptadius cinnamomeus,0.68,1.19,8.59
Dendronanthus indicus,0.53,1,7.88
Anthus sokokensis,0.58,0.91,5.32
Anthus brachyurus,0.59,1.03,5.72
Anthus caffer,0.6,1.05,6.03
Anthus gustavi,0.47,0.89,6.54
Anthus trivialis,0.48,0.92,6.51
Anthus hodgsoni,0.54,1.01,6.8
Anthus cervinus,0.56,1.03,7.55
Anthus roseatus,0.54,1.01,6.32
Anthus rubescens,0.53,0.98,7.16
Anthus pratensis,0.55,1,7.13
Anthus spinoletta,0.54,1.01,6.92
Anthus petrosus,0.54,1,7.25
Anthus furcatus,0.53,0.96,6.01
Anthus lutescens,0.56,0.95,5.54
Anthus peruvianus,0.48,1,6.86
Anthus chacoensis,0.53,0.98,6.11
Anthus spragueii,0.51,0.97,6.65
Anthus hellmayri,0.52,0.95,5.92
Anthus bogotensis,0.56,0.94,6.36
Anthus nattereri,0.54,0.96,5.91
Anthus correndera,0.56,1.05,6.54
Anthus antarcticus,0.65,1.19,8.18
Anthus sylvanus,0.57,1.05,6.49
Anthus nilghiriensis,0.6,1.06,6.02
Anthus hoeschi,0.56,1.06,6.56
Anthus crenatus,0.6,1.09,6.74
Anthus lineiventris,0.65,1.21,6.92
Anthus richardi,0.57,1.1,7.27
Anthus rufulus,0.57,1.01,5.96
Anthus novaeseelandiae,0.58,1.04,6.37
Anthus nyassae,0.48,1,6.86
Anthus godlewskii,0.53,1.01,6.78
Anthus leucophrys,0.63,1.13,6.13
Anthus berthelotii,0.55,0.96,5.9
Anthus campestris,0.56,1.04,7.08
Anthus cinnamomeus,0.48,1,6.86
Anthus vaalensis,0.63,1.15,6.64
Anthus similis,0.63,1.05,6.12
Anthus melindae,0.62,1.11,5.98
Anthus pallidiventris,0.61,0.98,5.69
Anthus gutturalis,0.64,1.08,6.29
Madanga ruficollis,0.65,1.04,7.45
Macronyx flavicollis,0.69,1.37,9.33
Macronyx fuelleborni,0.72,1.48,10.06
Macronyx capensis,0.73,1.47,10.98
Macronyx croceus,0.69,1.38,9.18
Macronyx aurantiigula,0.68,1.33,8.85
Macronyx ameliae,0.67,1.29,8.95
Macronyx grimwoodi,0.7,1.29,9.35
Macronyx sharpei,0.71,1.42,9.29
Hemimacronyx chloris,0.65,1.22,9.02
Tmetothylacus tenellus,0.61,1.17,7.76
Motacilla flaviventris,0.74,1.36,11.06
Motacilla clara,0.66,1.14,8.89
Motacilla capensis,0.72,1.28,10.64
Motacilla flava,0.52,0.93,9.34
Motacilla aguimp,0.64,1.14,9.05
Motacilla cinerea,0.52,0.93,9.2
Motacilla citreola,0.61,1.08,10.66
Motacilla tschutschensis,0.57,1,10.18
Motacilla maderaspatensis,0.63,1.12,9.68
Motacilla samveasnae,0.63,1.02,8.95
Motacilla grandis,0.53,1,9.45
Motacilla alba,0.52,0.95,9.58
Amaurocichla bocagii,0.61,0.9,6.4
Fringilla coelebs,0.57,1,14.5
Fringilla teydea,0.68,1.18,18.49
Fringilla polatzeki,0.59,1,21.88
Fringilla montifringilla,0.51,0.87,15.01
Chlorophonia flavirostris,0.63,1.07,8.26
Chlorophonia cyanea,0.61,1.1,8.76
Chlorophonia pyrrhophrys,0.66,1.16,8.9
Chlorophonia occipitalis,0.61,1.14,9.42
Chlorophonia callophrys,0.65,1.24,9.71
Euphonia jamaica,0.58,1.09,8.97
Euphonia plumbea,0.57,1.02,7.96
Euphonia affinis,0.57,1.03,8.36
Euphonia luteicapilla,0.59,1.08,8.52
Euphonia chlorotica,0.53,0.97,7.91
Euphonia trinitatis,0.61,0.98,7.56
Euphonia concinna,0.53,1.01,8.18
Euphonia saturata,0.6,1.11,8.5
Euphonia finschi,0.53,1.01,8.22
Euphonia violacea,0.55,1.03,8.26
Euphonia laniirostris,0.55,1.03,8.17
Euphonia hirundinacea,0.5,0.94,7.98
Euphonia chalybea,0.59,1.18,9.7
Euphonia elegantissima,0.6,1.11,9.08
Euphonia cyanocephala,0.61,1.14,9.1
Euphonia musica,0.55,1.02,8.53
Euphonia sclateri,0.58,1.14,9.97
Euphonia flavifrons,0.58,1.14,9.97
Euphonia fulvicrissa,0.58,1.07,8.32
Euphonia imitans,0.59,1.1,8.61
Euphonia gouldi,0.59,1.1,8.83
Euphonia chrysopasta,0.63,1,7.92
Euphonia mesochrysa,0.59,1.1,8.65
Euphonia minuta,0.62,1.02,6.82
Euphonia anneae,0.59,1.13,8.88
Euphonia xanthogaster,0.54,1,7.92
Euphonia rufiventris,0.6,1.12,8.7
Euphonia pectoralis,0.59,1.1,9.1
Euphonia cayennensis,0.61,0.99,7.54
Mycerobas icterioides,0.58,0.92,11.77
Mycerobas affinis,0.59,0.95,12.17
Mycerobas melanozanthos,0.66,1.05,12.81
Mycerobas carnipes,0.65,1.13,12.94
Hesperiphona vespertina,0.64,1.08,13.84
Hesperiphona abeillei,0.63,1.01,12.12
Coccothraustes coccothraustes,0.57,1.05,12.47
Eophona migratoria,0.63,1.27,11.03
Eophona personata,0.66,1.4,12.26
Melamprosops phaeosoma,0.59,1.16,9.25
Paroreomyza maculata,0.87,1.68,8
Paroreomyza flammea,0.87,2,8
Paroreomyza montana,0.77,1.73,7.78
Oreomystis bairdi,0.62,1.03,7.74
Telespiza cantans,0.57,1.76,11.04
Telespiza ultima,0.73,1.98,11.32
Rhodacanthis palmeri,0.59,1.14,9.97
Rhodacanthis flaviceps,0.59,1.14,9.97
Chloridops kona,0.59,1.14,9.97
Loxioides bailleui,0.61,1.41,12.95
Psittirostra psittacea,0.59,1.28,9.97
Dysmorodrepanis munroi,0.59,1.14,9.97
Akialoa stejnegeri,0.59,1.14,9.97
Akialoa ellisiana,0.59,1.14,9.97
Akialoa lanaiensis,0.59,1.14,9.97
Akialoa obscura,0.59,1.14,9.97
Hemignathus hanapepe,0.71,1,13
Hemignathus lucidus,0.71,1,13
Hemignathus affinis,0.71,1,13
Hemignathus wilsoni,0.69,1.03,10.51
Pseudonestor xanthophrys,0.65,1.12,6.59
Viridonia sagittirostris,0.59,1.14,9.97
Magumma parva,0.59,0.98,8.48
Manucerthia mana,0.68,1.04,8.19
Loxops caeruleirostris,0.6,0.98,7.35
Loxops wolstenholmei,0.74,1,10
Loxops ochraceus,0.76,1,10
Loxops coccineus,0.78,1,10
Chlorodrepanis stejnegeri,0.63,1.04,10.05
Chlorodrepanis flava,0.58,1.1,10.41
Chlorodrepanis virens,0.62,1.03,8.95
Drepanis funerea,0.55,1.14,8.75
Drepanis pacifica,0.55,1.14,8.75
Drepanis coccinea,0.58,1.18,9.14
Himatione sanguinea,0.66,1.13,7.77
Himatione fraithii,0.72,1.14,6.42
Palmeria dolei,0.63,2.5,9.71
Ciridops anna,0.59,1.14,9.97
Carpodacus erythrinus,0.49,0.93,9.72
Carpodacus sipahi,0.57,1.11,10.2
Carpodacus ferreorostris,0.59,1,8.92
Carpodacus rhodochlamys,0.51,1.03,9.98
Carpodacus waltoni,0.52,0.99,9.28
Carpodacus pulcherrimus,0.49,0.93,8.76
Carpodacus edwardsii,0.52,0.99,9.18
Carpodacus rodochroa,0.59,1,8.32
Carpodacus verreauxii,0.59,1,8.92
Carpodacus rodopeplus,0.59,1,8.92
Carpodacus vinaceus,0.51,0.96,8.88
Carpodacus formosanus,0.59,1,8.92
Carpodacus synoicus,0.53,0.94,8.82
Carpodacus stoliczkae,0.59,1,8.92
Carpodacus roborowskii,0.54,0.99,9.35
Carpodacus sillemi,0.55,1.01,9.49
Carpodacus rubicilloides,0.54,1.08,10.11
Carpodacus rubicilla,0.55,1.09,10.4
Carpodacus sibiricus,0.46,0.91,8.95
Carpodacus puniceus,0.55,1.1,10.36
Carpodacus subhimachalus,0.56,1.1,10.2
Carpodacus roseus,0.48,1,10.05
Carpodacus trifasciatus,0.52,0.99,9.27
Carpodacus thura,0.53,1.02,9.49
Carpodacus dubius,0.59,1,8.92
Pinicola enucleator,0.56,1.08,11.76
Pyrrhula nipalensis,0.62,1.22,13.39
Pyrrhula waterstradti,0.43,1,17.5
Pyrrhula leucogenis,0.6,1.02,12.07
Pyrrhula aurantiaca,0.47,0.94,13.06
Pyrrhula erythrocephala,0.49,0.97,13.27
Pyrrhula erythaca,0.47,0.94,12.92
Pyrrhula murina,0.53,1.03,14.35
Pyrrhula pyrrhula,0.48,1,13.13
Rhodopechys alienus,0.59,1,9.97
Rhodopechys sanguineus,0.55,1.03,10.94
Bucanetes githagineus,0.51,0.98,9.01
Bucanetes mongolicus,0.51,0.99,9.65
Agraphospiza rubescens,0.52,1.04,9.83
Callacanthis burtoni,0.58,1.14,10.78
Pyrrhoplectes epauletta,0.5,0.97,9.15
Procarduelis nipalensis,0.6,1.09,9.19
Leucosticte nemoricola,0.55,1.01,7.83
Leucosticte brandti,0.47,0.95,7.28
Leucosticte arctoa,0.49,0.99,7.65
Leucosticte tephrocotis,0.54,1.04,8.98
Leucosticte atrata,0.57,1.01,7.26
Leucosticte australis,0.52,0.97,7.69
Haemorhous mexicanus,0.52,0.98,9.96
Haemorhous cassinii,0.51,1.02,10.54
Haemorhous purpureus,0.5,1,10.58
Rhodospiza obsoleta,0.53,0.99,9.9
Rhynchostruthus socotranus,0.58,1.05,9.5
Rhynchostruthus louisae,0.58,1.05,9.45
Rhynchostruthus percivali,0.57,1.05,9.6
Chloris chloris,0.48,0.99,11.38
Chloris sinica,0.53,1.04,10.98
Chloris spinoides,0.51,1,10.31
Chloris monguilloti,0.53,0.91,9.42
Chloris ambigua,0.52,1.01,10.08
Linurgus olivaceus,0.57,0.99,8.69
Crithagra citrinelloides,0.51,0.87,8.11
Crithagra frontalis,0.52,0.86,7.88
Crithagra hyposticta,0.56,0.91,8.13
Crithagra capistrata,0.52,0.9,8.36
Crithagra koliensis,0.52,0.88,8.02
Crithagra scotops,0.53,0.92,8.72
Crithagra leucopygia,0.54,0.87,7.91
Crithagra atrogularis,0.53,0.88,8.19
Crithagra reichenowi,0.59,1.14,9.97
Crithagra xanthopygia,0.56,0.94,8.47
Crithagra rothschildi,0.54,0.92,8.45
Crithagra flavigula,0.57,0.94,8.4
Crithagra xantholaema,0.55,0.89,7.92
Crithagra citrinipectus,0.48,0.85,8.18
Crithagra mozambica,0.56,0.89,7.88
Crithagra donaldsoni,0.6,1.02,9.04
Crithagra buchanani,0.57,0.94,8.27
Crithagra flaviventris,0.54,0.95,8.86
Crithagra dorsostriata,0.58,0.93,8.18
Crithagra sulphurata,0.6,1.05,9.53
Crithagra albogularis,0.57,1.04,9.81
Crithagra striatipectus,0.59,1.14,9.97
Crithagra reichardi,0.59,1.14,9.97
Crithagra canicapilla,0.59,1.14,9.97
Crithagra gularis,0.59,1.14,9.97
Crithagra mennelli,0.56,0.94,8.52
Crithagra tristriata,0.56,0.94,8.43
Crithagra ankoberensis,0.56,0.93,8.37
Crithagra menachensis,0.55,0.94,8.55
Crithagra striolata,0.65,1.05,8.68
Crithagra burtoni,0.62,1.07,9.35
Crithagra melanochroa,0.57,0.94,8.37
Crithagra rufobrunnea,0.61,1.03,9.06
Crithagra concolor,0.72,1.22,9.55
Crithagra leucoptera,0.55,1,9.56
Crithagra totta,0.52,0.91,8.7
Crithagra symonsi,0.54,0.94,8.89
Linaria flavirostris,0.43,0.96,7.98
Linaria cannabina,0.44,1,8.59
Linaria yemenensis,0.49,0.96,7.34
Linaria johannis,0.5,0.95,7.15
Acanthis flammea,0.43,0.95,10.57
Loxia pytyopsittacus,0.57,1.09,9.38
Loxia scotica,0.56,1.04,8.88
Loxia curvirostra,0.55,1.02,8.52
Loxia leucoptera,0.51,0.93,8.02
Loxia megaplaga,0.53,0.95,6.31
Chrysocorythus estherae,0.59,1.14,9.97
Chrysocorythus mindanensis,0.59,1.14,9.97
Carduelis carduelis,0.47,0.99,8.78
Carduelis caniceps,0.48,1,7.7
Carduelis citrinella,0.47,0.97,8.37
Carduelis corsicana,0.52,0.99,7.44
Serinus serinus,0.55,0.96,10.54
Serinus canaria,0.63,1.11,11.61
Serinus syriacus,0.53,0.93,9.88
Serinus pusillus,0.53,0.93,10.03
Serinus alario,0.58,0.96,10.06
Serinus canicollis,0.6,1,10.48
Serinus flavivertex,0.64,0.99,9.57
Serinus nigriceps,0.63,1,9.97
Spinus thibetanus,0.45,0.95,9.09
Spinus spinus,0.45,1.01,10.33
Spinus pinus,0.47,1.04,10.3
Spinus tristis,0.41,0.92,9.32
Spinus psaltria,0.48,0.96,8.88
Spinus lawrencei,0.42,0.93,8.96
Spinus atriceps,0.52,1,9.16
Spinus spinescens,0.52,0.97,8.63
Spinus yarrellii,0.64,1.12,8.99
Spinus cucullatus,0.51,0.94,8.46
Spinus crassirostris,0.5,1.07,9.94
Spinus magellanicus,0.51,1,9.31
Spinus dominicensis,0.55,1.12,9.62
Spinus siemiradzkii,0.55,1.03,9.09
Spinus olivaceus,0.54,1.03,9.27
Spinus notatus,0.56,1.13,9.66
Spinus xanthogastrus,0.55,1.12,9.05
Spinus atratus,0.52,1.03,9.61
Spinus uropygialis,0.47,1.01,9.62
Spinus barbatus,0.46,1.03,10.09
Calcarius lapponicus,0.67,1.01,6.71
Calcarius ornatus,0.56,0.85,5.81
Calcarius pictus,0.67,1.03,6.43
Rhynchophanes mccownii,0.56,1.09,11.04
Plectrophenax nivalis,0.61,1.01,10.54
Plectrophenax hyperboreus,0.63,1.06,10.8
Rhodinocichla rosea,0.72,1.41,10.8
Emberiza affinis,0.59,0.92,7.03
Emberiza lathami,0.54,1.01,7.82
Emberiza melanocephala,0.55,1.06,8.67
Emberiza bruniceps,0.52,1,8.39
Emberiza calandra,0.57,1.14,9.4
Emberiza fucata,0.53,0.99,8.26
Emberiza koslowi,0.59,0.99,8.02
Emberiza jankowskii,0.55,0.98,8.26
Emberiza cia,0.54,1.03,8.39
Emberiza cioides,0.54,0.97,8.1
Emberiza godlewskii,0.56,0.98,8.11
Emberiza buchanani,0.51,0.97,8.09
Emberiza cineracea,0.55,1.01,7.42
Emberiza hortulana,0.55,1.03,7.09
Emberiza caesia,0.56,1.01,7.33
Emberiza cirlus,0.6,1.08,8.83
Emberiza stewarti,0.51,0.95,7.75
Emberiza citrinella,0.56,1.07,9.35
Emberiza leucocephalos,0.53,1.02,9.04
Emberiza cabanisi,0.64,1.17,8.1
Emberiza flaviventris,0.62,1.1,7.75
Emberiza poliopleura,0.61,1.07,7.36
Emberiza capensis,0.61,1.08,8.23
Emberiza impetuani,0.56,0.98,7.52
Emberiza socotrana,0.58,0.91,7
Emberiza sahari,0.54,1,8.54
Emberiza striolata,0.54,1,8.54
Emberiza goslingi,0.54,1,8.54
Emberiza tahapisi,0.54,1,8.54
Emberiza elegans,0.5,0.89,7.45
Emberiza siemsseni,0.63,1.04,7.48
Emberiza yessoensis,0.57,1.01,8.44
Emberiza schoeniclus,0.5,0.94,8.27
Emberiza pallasi,0.5,0.93,8.25
Emberiza aureola,0.53,0.99,8.71
Emberiza rustica,0.49,0.92,8.42
Emberiza pusilla,0.46,0.86,7.92
Emberiza spodocephala,0.54,1.01,6.99
Emberiza personata,0.54,1,8.54
Emberiza sulphurata,0.51,0.94,7.63
Emberiza rutila,0.56,1.04,7.18
Emberiza chrysophrys,0.52,0.97,8.58
Emberiza tristrami,0.5,0.94,8.01
Emberiza variabilis,0.54,1.03,8.63
Spizella passerina,0.46,0.98,8.82
Spizella pallida,0.46,0.96,8.83
Spizella atrogularis,0.58,1.1,8
Spizella pusilla,0.44,0.95,8.38
Spizella breweri,0.53,1.05,8.24
Spizella wortheni,0.52,1.02,8.34
Amphispiza bilineata,0.58,1.02,6.4
Amphispiza quinquestriata,0.6,1.07,6
Chondestes grammacus,0.51,1.04,9.24
Calamospiza melanocorys,0.52,1.01,7.18
Rhynchospiza stolzmanni,0.61,1.13,7.83
Rhynchospiza strigiceps,0.62,1.14,8.49
Peucaea sumichrasti,0.62,1.1,5.58
Peucaea carpalis,0.51,0.9,5.99
Peucaea ruficauda,0.63,1.19,5.8
Peucaea humeralis,0.6,1.1,5.5
Peucaea mystacalis,0.59,1.09,5.4
Peucaea botterii,0.59,1.06,5.38
Peucaea cassinii,0.56,1.01,5.38
Peucaea aestivalis,0.56,1.02,5.43
Arremonops rufivirgatus,0.6,1.13,8.13
Arremonops tocuyensis,0.66,1.28,8.67
Arremonops chloronotus,0.64,1.22,8.54
Arremonops conirostris,0.69,1.39,9.12
Ammodramus savannarum,0.46,1,8.49
Ammodramus humeralis,0.46,0.99,9.4
Ammodramus aurifrons,0.55,1.09,9.65
Oreothraupis arremonops,0.74,1.38,10.83
Chlorospingus flavopectus,0.66,1.21,7.96
